Study_Hours,Attendance_Percentage,Assignment_Score,Quiz_Score,Project_Score,Midterm_Exam,Course_Work_Score,Final_Exam_Score,Status
0.16363636363636355,1.0314960629921253,-0.7936046511627912,-0.18553888130968618,-0.21764705882352967,-0.11538461538461534,-0.4052287581699349,-0.3362831858407077,Fail
-0.10909090909090918,-0.6535433070866143,-1.1540697674418612,-0.4420190995907232,-0.6117647058823531,-0.16826923076923078,-0.7908496732026146,0.05309734513274349,Fail
-0.12727272727272732,-0.6377952755905512,-0.8866279069767449,-0.38744884038199195,-0.39411764705882385,0.16826923076923078,-0.5882352941176472,-0.25221238938053075,Fail
-0.10909090909090918,0.8188976377952747,0.3168604651162789,0.6166439290586634,0.605882352941177,1.033653846153846,0.6274509803921571,-0.23893805309734506,Pass
1.7272727272727273,0.7637795275590552,1.4563953488372094,1.162346521145976,0.7470588235294118,1.1442307692307696,1.267973856209151,1.2256637168141593,Pass
-0.10909090909090918,-0.2204724409448816,0.07848837209302295,0.38744884038199195,-0.38235294117647073,-0.3990384615384618,0.01960784313725472,-0.32300884955752196,Fail
0.9818181818181817,0.7244094488188977,0.32848837209302284,0.7476125511596183,1.3882352941176477,0.9278846153846158,1.0196078431372546,1.3805309734513276,Pass
-0.30909090909090914,-1.0393700787401574,-1.1656976744186052,-0.7639836289222376,-0.8117647058823535,-0.6923076923076923,-1.0,-0.11061946902654866,Fail
0.41818181818181815,0.8976377952755897,0.1133720930232556,0.7803547066848572,0.25294117647058817,0.18269230769230757,0.45751633986928114,0.0707964601769912,Pass
-0.41818181818181815,0.5118110236220471,-0.9156976744186053,-0.31105047748976794,-0.43529411764705894,-0.764423076923077,-0.5882352941176472,-0.45132743362831834,Fail
-0.8181818181818182,-0.669291338582677,-1.7122093023255822,-1.178717598908595,-0.9588235294117654,-0.12500000000000008,-1.3986928104575165,-1.6681415929203538,Fail
-0.781818181818182,0.1732283464566931,-0.43895348837209336,-0.021828103683492424,-0.5647058823529415,-0.30288461538461564,-0.3790849673202613,-0.7345132743362829,Fail
-0.23636363636363633,-0.4015748031496063,-0.7529069767441864,-0.4856753069577081,-0.523529411764706,-0.03846153846153867,-0.6339869281045755,-0.43805309734513265,Fail
-0.6000000000000001,-0.25196850393700804,0.24709302325581362,-0.49113233287858127,0.43529411764705894,-0.8557692307692311,0.12418300653594765,0.3053097345132746,Pass
-1.0545454545454545,0.6850393700787403,-0.4156976744186051,-0.22373806275579822,-1.0470588235294125,-0.48076923076923084,-0.6601307189542486,-0.9247787610619468,Fail
-0.10909090909090918,0.5590551181102357,-0.351744186046512,0.6384720327421558,0.44117647058823506,0.8221153846153848,0.3333333333333335,-0.5884955752212387,Pass
1.7090909090909094,1.0629921259842516,1.1482558139534886,1.1732605729877223,1.6000000000000003,1.3125000000000004,1.5490196078431377,1.4557522123893807,Pass
0.4,1.236220472440945,0.5377906976744183,1.2060027285129609,0.5764705882352946,0.2596153846153846,0.8954248366013076,1.1327433628318586,Pass
1.7454545454545458,1.015748031496062,1.3808139534883723,0.9113233287858117,1.2588235294117651,1.7932692307692313,1.3790849673202614,2.1283185840707968,Pass
0.19999999999999993,-1.0236220472440942,-0.40406976744186074,-1.6807639836289225,-0.35294117647058837,0.3509615384615384,-0.869281045751634,0.04867256637168148,Fail
-0.41818181818181815,0.05511811023622069,-1.0436046511627912,-0.8894952251023193,-0.8647058823529417,-0.7836538461538465,-1.0326797385620916,-0.5044247787610618,Fail
-0.18181818181818182,0.031496062992125304,0.026162790697674177,0.2946793997271487,-0.25882352941176473,-0.19711538461538472,0.026143790849673113,0.4026548672566372,Pass
-0.43636363636363645,-0.37007874015748043,-0.45058139534883773,0.13096862210095495,-0.4000000000000004,0.0,-0.25490196078431365,0.12389380530973469,Pass
-0.10909090909090918,0.5984251968503931,-0.43895348837209336,0.34924965893587995,-0.30588235294117677,-0.05288461538461546,-0.13071895424836605,0.2566371681415931,Pass
-0.9636363636363637,-1.9527559055118109,-1.7122093023255822,-1.4788540245566169,-0.4235294117647062,-1.6730769230769231,-1.2679738562091505,-1.6017699115044244,Fail
1.4909090909090907,0.7716535433070862,1.4680232558139539,2.433833560709414,1.3529411764705883,2.0048076923076925,2.0,1.6194690265486729,Pass
0.16363636363636355,0.3464566929133851,0.6191860465116276,-0.45293315143246926,-1.0235294117647062,-0.23557692307692304,-0.3790849673202613,-0.07964601769911492,Fail
-0.7636363636363637,-0.21259842519685057,-0.9970930232558145,-0.6603001364256482,-0.22352941176470623,-0.5048076923076924,-0.6470588235294118,-0.5132743362831855,Fail
0.3636363636363635,0.37007874015748043,0.5029069767441857,0.23465211459754462,0.31764705882352945,-0.4903846153846156,0.4183006535947712,-0.3982300884955752,Fail
-0.8,-0.4645669291338586,0.04941860465116247,-0.5729877216916782,-0.4882352941176475,-1.4086538461538465,-0.3790849673202613,-0.8672566371681415,Fail
-0.6727272727272727,-0.4330708661417322,-0.8517441860465121,-0.1036834924965893,-0.9176470588235299,-0.841346153846154,-0.7058823529411764,-0.8008849557522122,Fail
2.6,0.834645669291338,2.537790697674419,0.8731241473397001,1.5411764705882356,1.3221153846153844,1.8823529411764708,1.4690265486725664,Pass
-0.3454545454545455,0.4960629921259839,0.8343023255813953,0.18008185538881338,-0.6294117647058828,-0.8173076923076924,0.09150326797385613,-0.6283185840707962,Fail
-0.3454545454545455,-1.3937007874015748,-1.084302325581396,0.2619372442019103,-1.4176470588235301,-0.7355769230769234,-0.8758169934640524,-0.8761061946902653,Fail
1.8545454545454545,0.18897637795275518,0.572674418604651,0.4802182810368353,0.9176470588235299,0.43269230769230776,0.7973856209150331,1.1283185840707963,Pass
